siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-02 17:00",0.1
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-02 17:00",0.2
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-02 17:00",30.3
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-02 17:00",63
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-02 17:00",16
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-02 17:00",15
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-02 18:00",0.3
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-02 18:00",0.21
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-02 18:00",37.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-02 18:00",20
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-02 18:00",7.6
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-02 18:00",13
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-02 19:00",0.4
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-02 19:00",0.17
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-02 19:00",40.3
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-02 19:00",14
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-02 19:00",5.7
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-02 19:00",9
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-02 20:00",0.3
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-02 20:00",0.18
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-02 20:00",39.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-02 20:00",11
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-02 20:00",5.3
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-02 20:00",7
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-02 21:00",0.2
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-02 21:00",0.19
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-02 21:00",38.7
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-02 21:00",15
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-02 21:00",5.6
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-02 21:00",10
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-02 22:00",0.4
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-02 22:00",0.19
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-02 22:00",36.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-02 22:00",10
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-02 22:00",7.3
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-02 22:00",9
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-02 23:00",0.4
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-02 23:00",0.15
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-02 23:00",38.7
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-02 23:00",15
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-02 23:00",5.1
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-02 23:00",10
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 00:00",0.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 00:00",0.14
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 00:00",40.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 00:00",15
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 00:00",3.6
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 00:00",12
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 01:00",0.1
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 01:00",0.15
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 01:00",39.8
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 01:00",9
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 01:00",3.9
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 01:00",8
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 02:00",0.2
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 02:00",0.16
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 02:00",37.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 02:00",7
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 02:00",3.9
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 02:00",7
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 03:00",0.1
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 03:00",0.17
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 03:00",34.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 03:00",16
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 03:00",4.6
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 03:00",9
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 04:00",0.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 04:00",0.17
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 04:00",35.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 04:00",18
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 04:00",4.7
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 04:00",12
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 05:00",0.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 05:00",0.18
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 05:00",33.1
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 05:00",12
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 05:00",5.5
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 05:00",12
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 06:00",0.2
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 06:00",0.23
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 06:00",27.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 06:00",15
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 06:00",8.9
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 06:00",9
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 07:00",0.2
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 07:00",0.3
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 07:00",28.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 07:00",15
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 07:00",11.4
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 07:00",13
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 08:00",0.4
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 08:00",0.28
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 08:00",28.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 08:00",38
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 08:00",15.1
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 08:00",11
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 09:00",0.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 09:00",0.25
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 09:00",27.2
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 09:00",43
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 09:00",21.1
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 09:00",18
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 10:00",0.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 10:00",0.23
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 10:00",32.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 10:00",41
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 10:00",16.8
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 10:00",12
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 11:00",0.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 11:00",0.24
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 11:00",32.3
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 11:00",51
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 11:00",16.8
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 11:00",11
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 12:00",0.4
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 12:00",0.2
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 12:00",37.9
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 12:00",26
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 12:00",6.7
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 12:00",11
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 13:00",0.4
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 13:00",0.19
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 13:00",34.2
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 13:00",29
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 13:00",9.1
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 13:00",10
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 14:00",0.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 14:00",0.19
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 14:00",33.8
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 14:00",34
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 14:00",9.5
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 14:00",10
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 15:00",0.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 15:00",0.2
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 15:00",32
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 15:00",58
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 15:00",11.5
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 15:00",13
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 16:00",0.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 16:00",0.18
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 16:00",29
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 16:00",38
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 16:00",8.5
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 16:00",10
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 17:00",0.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 17:00",0.18
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 17:00",24.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 17:00",18
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 17:00",4.7
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 17:00",8
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 18:00",0.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 18:00",0.19
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 18:00",20.1
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 18:00",11
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 18:00",5.8
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 18:00",6
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 19:00",0.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 19:00",0.14
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 19:00",18.7
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 19:00",8
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 19:00",4.7
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 19:00",5
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 20:00",0.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 20:00",0.13
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 20:00",17.3
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 20:00",9
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 20:00",4.4
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 20:00",5
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 21:00",0.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 21:00",0.12
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 21:00",16.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 21:00",7
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 21:00",4
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 21:00",6
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 22:00",0.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 22:00",0.13
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 22:00",13.2
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 22:00",5
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 22:00",5
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 22:00",4
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-03 23:00",0.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-03 23:00",0.08
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-03 23:00",11.8
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-03 23:00",4
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-03 23:00",3.4
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-03 23:00",0
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-04 00:00",0.9
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-04 00:00",0.07
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-04 00:00",10.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-04 00:00",2
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-04 00:00",2.8
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-04 00:00",0
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-04 01:00",0.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-04 01:00",0.06
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-04 01:00",10.9
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-04 01:00",4
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-04 01:00",4
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-04 01:00",1
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-04 02:00",0.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-04 02:00",0.06
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-04 02:00",11.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-04 02:00",5
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-04 02:00",3.3
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-04 02:00",0
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-04 03:00",0.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-04 03:00",0.08
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-04 03:00",10.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-04 03:00",4
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-04 03:00",3.5
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-04 03:00",0
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-04 04:00",0.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-04 04:00",0.09
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-04 04:00",10
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-04 04:00",0
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-04 04:00",4.4
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-04 04:00",3
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-04 05:00",0.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-04 05:00",0.11
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-04 05:00",8.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-04 05:00",0
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-04 05:00",5.8
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-04 05:00",2
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-04 06:00",0.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-04 06:00",0.14
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-04 06:00",8.7
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-04 06:00",6
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-04 06:00",7.2
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-04 06:00",1
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-04 07:00",0.9
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-04 07:00",0.15
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-04 07:00",12.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-04 07:00",6
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-04 07:00",6.1
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-04 07:00",5
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-04 08:00",0.9
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-04 08:00",0.13
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-04 08:00",13.9
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-04 08:00",34
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-04 08:00",6.4
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-04 08:00",8
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-04 09:00",1
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-04 09:00",0.11
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-04 09:00",16.7
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-04 09:00",42
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-04 09:00",5.3
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-04 09:00",12
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-04 10:00",1.1
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-04 10:00",0.1
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-04 10:00",17.1
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-04 10:00",71
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-04 10:00",7.5
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-04 10:00",8
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-04 11:00",1.2
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-04 11:00",0.1
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-04 11:00",16
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-04 11:00",98
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-04 11:00",6.1
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-04 11:00",9
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-04 12:00",1.1
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-04 12:00",0.08
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-04 12:00",19.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-04 12:00",31
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-04 12:00",3.8
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-04 12:00",5
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-04 13:00",1.3
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-04 13:00",0.08
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-04 13:00",18.7
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-04 13:00",47
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-04 13:00",4.8
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-04 13:00",8
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-04 14:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-04 14:00",0.08
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-04 14:00",16.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-09-04 14:00",63
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-09-04 14:00",4.6
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-09-04 14:00",9
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-09-04 15:00",1.4
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-09-04 15:00",0.08
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-09-04 15:00",14.6
