siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-14 14:00",0.27
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-14 14:00",48
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-14 14:00",21.3
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-14 14:00",29
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-14 15:00",19
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-14 15:00",1.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-14 15:00",0.28
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-14 15:00",36.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-14 15:00",47
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-14 15:00",26.2
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-14 16:00",18.3
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-14 16:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-14 16:00",0.28
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-14 16:00",44.9
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-14 16:00",51
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-14 16:00",18
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-14 17:00",18.1
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-14 17:00",1.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-14 17:00",0.28
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-14 17:00",45.1
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-14 17:00",49
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-14 17:00",20
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-14 18:00",15.6
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-14 18:00",2.1
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-14 18:00",0.35
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-14 18:00",44.8
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-14 18:00",48
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-14 18:00",17
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-14 19:00",17
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-14 19:00",1.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-14 19:00",0.39
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-14 19:00",38.7
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-14 19:00",49
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-14 19:00",18.4
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-14 20:00",21
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-14 20:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-14 20:00",0.32
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-14 20:00",42.7
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-14 20:00",44
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-14 20:00",15
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-14 21:00",11.3
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-14 21:00",1.3
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-14 21:00",0.28
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-14 21:00",44.3
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-14 21:00",42
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-14 21:00",19
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-14 22:00",12.7
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-14 22:00",1.3
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-14 22:00",0.33
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-14 22:00",41.3
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-14 22:00",41
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-14 22:00",13
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-14 23:00",13.8
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-14 23:00",1.4
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-14 23:00",0.3
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-14 23:00",38.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-14 23:00",38
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-14 23:00",18
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 00:00",8.6
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 00:00",1.2
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 00:00",0.24
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 00:00",44.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 00:00",41
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 00:00",11
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 01:00",12
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 01:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 01:00",0.25
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 01:00",43.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 01:00",36
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 01:00",4.7
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 02:00",12
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 02:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 02:00",0.23
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 02:00",41.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 02:00",32
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 02:00",4
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 03:00",5.2
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 03:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 03:00",0.25
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 03:00",32.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 03:00",25
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 03:00",11
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 04:00",4.7
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 04:00",1.4
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 04:00",0.28
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 04:00",39.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 04:00",31
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 04:00",15
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 05:00",8.4
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 05:00",1.4
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 05:00",0.3
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 05:00",19
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 05:00",23
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 05:00",14
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 06:00",13.1
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 06:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 06:00",0.34
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 06:00",24
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 06:00",33
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 06:00",15
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 07:00",45.5
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 07:00",1.9
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 07:00",0.28
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 07:00",29
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 07:00",11.5
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 07:00",12
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 08:00",16
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 08:00",2.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 08:00",0.33
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 08:00",39.8
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 08:00",37
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 08:00",22.1
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 09:00",21.1
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 09:00",2.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 09:00",0.27
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 09:00",42.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 09:00",35
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 09:00",9
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 10:00",16.3
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 10:00",2.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 10:00",0.25
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 10:00",52.3
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 10:00",34
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 10:00",11
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 11:00",13.3
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 11:00",2.4
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 11:00",0.23
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 11:00",57.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 11:00",29
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 11:00",10
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 12:00",30
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 12:00",2
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 12:00",0.24
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 12:00",11
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 12:00",57
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 12:00",13.6
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 13:00",57.8
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 13:00",2.2
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 13:00",0.22
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 13:00",25
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 13:00",12.1
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 13:00",15
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 14:00",13
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 14:00",2.4
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 14:00",0.23
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 14:00",49.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 14:00",27
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 14:00",21.8
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 15:00",22.8
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 15:00",2
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 15:00",0.22
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 15:00",45.2
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 15:00",26
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 15:00",9
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 16:00",20
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 16:00",1.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 16:00",0.23
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 16:00",47.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 16:00",22
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 16:00",10
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 17:00",18.9
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 17:00",1.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 17:00",0.27
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 17:00",52.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 17:00",20
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 17:00",8
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 18:00",13
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 18:00",3
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 18:00",0.35
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 18:00",47
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 18:00",28
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 18:00",21
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 19:00",10
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 19:00",3
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 19:00",0.4
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 19:00",40.9
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 19:00",28
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 19:00",21.4
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 20:00",18.6
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 20:00",2.1
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 20:00",0.32
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 20:00",39.9
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 20:00",14
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 20:00",11
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 21:00",18
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 21:00",1.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 21:00",0.36
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 21:00",32.9
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 21:00",14
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 21:00",11
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 22:00",16.7
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 22:00",1.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 22:00",0.35
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 22:00",33.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 22:00",19
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 22:00",10
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-15 23:00",16.6
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-15 23:00",1.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-15 23:00",0.3
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-15 23:00",37
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-15 23:00",10
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-15 23:00",9
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 00:00",9
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 00:00",1.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 00:00",0.27
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 00:00",52.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 00:00",22
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 00:00",12.6
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 01:00",14
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 01:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 01:00",0.23
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 01:00",55.3
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 01:00",16
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 01:00",7.3
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 02:00",5.2
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 02:00",1.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 02:00",0.21
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 02:00",54.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 02:00",21
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 02:00",12
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 03:00",5.4
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 03:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 03:00",0.19
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 03:00",52.9
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 03:00",22
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 03:00",13
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 04:00",4.9
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 04:00",1.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 04:00",0.2
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 04:00",49.2
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 04:00",26
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 04:00",11
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 05:00",5.1
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 05:00",1.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 05:00",0.28
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 05:00",80.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 05:00",70
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 05:00",30
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 06:00",65.8
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 06:00",1.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 06:00",0.25
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 06:00",53
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 06:00",6.8
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 06:00",21
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 07:00",22
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 07:00",1.4
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 07:00",0.28
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 07:00",59.1
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 07:00",56
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 07:00",9.6
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 08:00",18.8
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 08:00",2
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 08:00",0.3
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 08:00",50.9
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 08:00",58
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 08:00",17
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 09:00",17.9
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 09:00",1.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 09:00",0.22
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 09:00",45
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 09:00",45
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 09:00",16
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 10:00",20.3
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 10:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 10:00",0.21
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 10:00",43
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 10:00",58
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 10:00",14
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 11:00",18
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 11:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 11:00",0.19
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 11:00",52
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 11:00",18.1
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 11:00",44.1
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 12:00",8
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 12:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 12:00",0.18
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 12:00",50.2
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 12:00",38
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 12:00",12
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 13:00",10
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 13:00",0.18
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 13:00",50.9
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 13:00",1.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 13:00",42
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 13:00",10.5
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 14:00",14.9
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 14:00",1.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 14:00",0.19
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 14:00",46
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 14:00",48
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 14:00",12
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 15:00",15
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 15:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 15:00",0.21
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 15:00",46.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 15:00",41
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 15:00",12
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 16:00",12
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 16:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 16:00",0.21
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 16:00",49.8
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 16:00",35
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 16:00",12
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 17:00",10
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 17:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 17:00",0.24
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 17:00",49.9
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 17:00",32
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 17:00",9.7
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-16 18:00",7
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-16 18:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-16 18:00",0.28
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-16 18:00",49.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-16 18:00",37
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 18:00",11.2
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-16 19:00",10.4
