Epoch,Train_Loss,Test_Loss,Train_Accuracy,Test_Accuracy
47,20.532518774731873,29.450117286370727,0.7319587628865979,0.6326530612244898
48,21.117627122967512,27.83712273227925,0.7268041237113402,0.6326530612244898
49,20.600857293175668,26.26674694187787,0.7474226804123711,0.5918367346938775
50,20.431755258096864,29.41917013878725,0.7371134020618557,0.6326530612244898
51,20.59918278209942,26.80293573651995,0.7164948453608248,0.6326530612244898
52,19.53640828135702,24.635082493022995,0.7319587628865979,0.6122448979591837
53,19.36530775031478,28.559842983070684,0.7474226804123711,0.6122448979591837
54,19.255484584373296,24.467637607029506,0.7268041237113402,0.6122448979591837
55,18.94819365948746,29.003138191845952,0.7525773195876289,0.6326530612244898
56,18.950263198503514,25.943890046100226,0.7525773195876289,0.6326530612244898
57,18.973784351087723,28.38246958596366,0.711340206185567,0.6326530612244898
58,18.81957126869676,26.944082649386658,0.7474226804123711,0.6530612244897959
59,18.59429326937678,27.98555126968695,0.7628865979381443,0.6122448979591837
60,18.35298437755747,25.921368579475246,0.7474226804123711,0.6326530612244898
61,18.334741267058806,25.672672252265773,0.7628865979381443,0.6326530612244898
62,18.18492062651005,28.94262757593272,0.7371134020618557,0.6122448979591837
63,17.68365341851238,25.3219526933164,0.7680412371134021,0.6326530612244898
64,17.731261056262195,27.84096724646432,0.7628865979381443,0.6326530612244898
65,17.342216453294164,24.626062227755178,0.7628865979381443,0.6122448979591837
66,17.51988226052412,29.610487616792017,0.7474226804123711,0.6326530612244898
67,17.30580289270153,25.584273747035436,0.7680412371134021,0.6122448979591837
68,17.261305641498147,29.848088293659444,0.7783505154639175,0.6326530612244898
69,17.21463631569725,28.67524107135072,0.7835051546391752,0.6326530612244898
70,17.248875304372483,26.525458608354842,0.7525773195876289,0.6530612244897959
71,16.876628228492038,26.65928116623236,0.7938144329896907,0.6326530612244898
72,16.66401881625703,26.677597138346457,0.7938144329896907,0.6326530612244898
73,18.000038507980168,23.366474638179856,0.7680412371134021,0.6122448979591837
74,16.825418417294,27.82557946808484,0.7731958762886598,0.6326530612244898
75,16.298128113381026,26.14577915230576,0.7783505154639175,0.6326530612244898
76,16.29100728058016,26.82365769269515,0.788659793814433,0.5918367346938775
77,15.821406342550036,24.892157617880372,0.7989690721649485,0.6530612244897959
78,16.18798638477,25.20742262626181,0.788659793814433,0.6326530612244898
79,16.308904694681313,26.58304570645702,0.788659793814433,0.6122448979591837
80,15.692366425908103,24.847250159905883,0.7680412371134021,0.6326530612244898
81,15.950707452198893,26.568422108280416,0.8041237113402062,0.6530612244897959
82,16.069492167841222,27.674305526577697,0.788659793814433,0.6326530612244898
83,15.48771752755052,28.94623328228386,0.8092783505154639,0.5918367346938775
84,15.719058920120455,25.367805111164948,0.7938144329896907,0.6326530612244898
85,16.02905748047165,27.002479134773722,0.7731958762886598,0.6122448979591837
86,15.232221848417803,27.75107165258758,0.8041237113402062,0.5918367346938775
87,15.398644944134446,26.86047399287321,0.8092783505154639,0.5918367346938775
88,15.443432654916625,30.46373900588678,0.8092783505154639,0.6122448979591837
89,14.792898115423537,29.684616390539674,0.8092783505154639,0.5918367346938775
90,14.705611203979586,24.69013167887318,0.7989690721649485,0.673469387755102
91,14.620389791339942,28.249177884082403,0.8092783505154639,0.6122448979591837
92,14.758680386219135,28.559665937812962,0.788659793814433,0.6326530612244898
93,14.4435770654494,24.341469701455566,0.8092783505154639,0.673469387755102
94,14.374173270749678,28.322081814006882,0.8041237113402062,0.6326530612244898
95,14.371459219566326,26.24409019703768,0.8144329896907216,0.6326530612244898
96,14.098564888629102,30.696416546495595,0.8144329896907216,0.6122448979591837
97,14.596396122550226,31.822018837442204,0.8247422680412371,0.5918367346938775
98,13.884030005289722,32.835789383674154,0.8402061855670103,0.5510204081632653
99,14.189347793664975,27.38789975886442,0.8195876288659794,0.6122448979591837
100,13.567213636698183,25.996498039790563,0.8247422680412371,0.6530612244897959
